normalized_word,frequency,earliest_grade
मुखर,3.0,8.0
खंखारकर,3.0,9.0
पूछो,3.0,2.0
खट्टे,3.0,5.0
पूछेंगे,3.0,4.0
गहने,3.0,8.0
मुकाबला,3.0,4.0
बनाएगी,3.0,
खग,3.0,7.0
मुखों,3.0,5.0
मुद्राएँ,3.0,6.0
मुद्दे,3.0,9.0
छोड़ा,3.0,9.0
मुड़ा,3.0,2.0
मुड़कर,3.0,5.0
मुफ्त,3.0,7.0
मुन्ने,3.0,1.0
गाइड,3.0,5.0
धातु,3.0,8.0
मुन्ना,3.0,1.0
ठिठोली,3.0,2.0
क्षकों,3.0,6.0
पूर्णत:रूपेण,3.0,3.0
क्लेश,3.0,8.0
मुर्गी,3.0,1.0
मुस्काई,3.0,6.0
मुहल्ले,3.0,7.0
पेंटर,3.0,4.0
मुस्कुराकर,3.0,2.0
क्रीड़ा,3.0,6.0
क्रियाएँ,3.0,8.0
मूँगफली,3.0,1.0
मूर्खता,3.0,4.0
मूर्ख,3.0,3.0
धी,3.0,3.0
क्रूरता,3.0,7.0
मूसलाधार,3.0,2.0
कौल,3.0,6.0
कौतूहलवश,3.0,8.0
गुजिया,3.0,4.0
धाराएँ,3.0,5.0
क्रांतिकारी,3.0,6.0
कोहली,3.0,6.0
मेवे,3.0,4.0
मैदानों,3.0,7.0
मधुरता,3.0,9.0
पेटकर,3.0,5.0
भैंसों,3.0,5.0
कोर,3.0,7.0
कौंराई,3.0,7.0
धुंधूपंत,3.0,9.0
मैसूर पाक,3.0,4.0
चमड़े,3.0,5.0
मैसूर,3.0,7.0
मोटरें,3.0,6.0
मोहरा,3.0,4.0
धैर्यपूर्वक,3.0,2.0
मोहम्‍मद,3.0,1.0
कोप,3.0,9.0
घटक,3.0,3.0
मोहिनी,3.0,7.0
यंत्रों,3.0,2.0
ठाट,3.0,1.0
यथायोग्य,3.0,3.0
कैलेंडर,3.0,3.0
ठहाके,3.0,3.0
ठेलता,3.0,9.0
ठेठ,3.0,9.0
कोट,3.0,6.0
यमन,3.0,2.0
यथार्थता,3.0,9.0
ठूंठ,3.0,2.0
यय,3.0,9.0
केप,3.0,9.0
बेटियाँ,3.0,9.0
याम,3.0,2.0
यानों,3.0,5.0
रंगत,3.0,5.0
यौगिक,3.0,3.0
कृतज्ञ,3.0,7.0
कृतकर्म,3.0,8.0
कृत,3.0,2.0
कृष्णा,3.0,3.0
कृषक,3.0,3.0
धोकर,3.0,3.0
कृतिकार,3.0,9.0
रईस,3.0,6.0
रखेगा,3.0,4.0
रचती,3.0,3.0
कुढ़न,3.0,7.0
रची,3.0,4.0
कुशलता,3.0,1.0
रचनावली,3.0,8.0
रबड़ी,3.0,1.0
ठहरा,3.0,1.0
रसद,3.0,9.0
ठहरना,3.0,4.0
रविशंकर,3.0,9.0
पेयजल,3.0,4.0
बबूल,3.0,5.0
कुर्सियाँ,3.0,8.0
रवाना,3.0,5.0
रस्साकशी,3.0,3.0
ठानी,3.0,7.0
रहन,3.0,6.0
रहूँगा,3.0,8.0
किस्म,3.0,8.0
राखण्ड,3.0,3.0
किर्ण,3.0,9.0
धौं,3.0,1.0
किसानों,3.0,4.0
रामचंद्र,3.0,6.0
बनेंगे,3.0,3.0
किताब,3.0,2.0
किन्हीं,3.0,2.0
किन्नर,3.0,9.0
बरसने,3.0,7.0
किन्तु,3.0,3.0
ट्वी,3.0,7.0
ट्वाट,3.0,7.0
ठहरें,3.0,6.0
रिनाएँ,3.0,7.0
भारतवासियों,3.0,6.0
किचन,3.0,8.0
राहत,3.0,1.0
ठहराव,3.0,4.0
बरबस,3.0,6.0
ध्वनित,3.0,9.0
रिवाजों,3.0,7.0
ध्वध्वध,3.0,7.0
रिफंड,3.0,7.0
रिपोर्टर,3.0,7.0
भारतवर्ष,3.0,6.0
काशी,3.0,8.0
नकद,3.0,8.0
छूटे,3.0,9.0
रुककर,3.0,5.0
भारतभूमि,3.0,9.0
रुपयों,3.0,7.0
ठत,3.0,3.0
रूखी,3.0,9.0
रुसवाई,3.0,5.0
कार्यक्षेत्र,3.0,9.0
रेशमी,3.0,6.0
रेवड़,3.0,5.0
नंद,3.0,6.0
चयनित,3.0,5.0
रेलगाड़ी,3.0,1.0
रोका,3.0,4.0
काबू,3.0,7.0
कारखाने,3.0,5.0
कायों,3.0,9.0
रॉयल,3.0,5.0
रैली,3.0,7.0
रोमावली,3.0,6.0
रोमांचक,3.0,7.0
रोबोट,3.0,5.0
कामाख्या,3.0,3.0
रौंध,3.0,7.0
रोष,3.0,9.0
पोषण,3.0,4.0
टोस्ट,3.0,9.0
लई,3.0,7.0
मचता,3.0,8.0
बेनेगल,3.0,4.0
लंगूर,3.0,3.0
ट्रॉन्की,3.0,4.0
लखन,3.0,9.0
ट्रैमी,3.0,6.0
लक्ष्मीबाई,3.0,9.0
लक्ष्मी,3.0,6.0
लकुट,3.0,6.0
पोखर,3.0,3.0
बरामदे,3.0,1.0
लकार,3.0,7.0
लगाइएगा,3.0,9.0
पौष,3.0,3.0
काएं,3.0,2.0
नब्ज,3.0,7.0
नफरत,3.0,6.0
कहावतों,3.0,6.0
लगाएंगे,3.0,2.0
बराबरी,3.0,4.0
कहलाने,3.0,9.0
गणना,3.0,7.0
लज्जा,3.0,8.0
कसाई,3.0,6.0
कश्मीर,3.0,7.0
छुट्टियाँ,3.0,3.0
लटकाना,3.0,3.0
लड़ने,3.0,8.0
लड़ना,3.0,9.0
ग्रंथावली,3.0,6.0
टैब,3.0,4.0
ट्रस,3.0,8.0
लब्ध,3.0,7.0
छे,3.0,3.0
लपके,3.0,
ललक,3.0,8.0
लस्सी,3.0,2.0
छूने,3.0,5.0
नमिता,3.0,9.0
नमस्कार,3.0,3.0
कवच,3.0,5.0
छूना,3.0,1.0
कल्लू,3.0,8.0
कसरत,3.0,6.0
गौरैयाँ,3.0,8.0
ग्वाल,3.0,6.0
बर्मन,3.0,9.0
बर्फ़,3.0,2.0
भोले,3.0,5.0
ललचाएं,3.0,8.0
लहू,3.0,7.0
कलाम,3.0,8.0
लाजपत,3.0,9.0
लाज,3.0,5.0
नवाचक,3.0,3.0
कलरव,3.0,4.0
लाएँगे,3.0,1.0
लाएँ,3.0,
नवयुवतियाँ,3.0,9.0
लाड़ले,3.0,9.0
कलाकारियाँ,3.0,3.0
छिड़किये,3.0,2.0
बसते,3.0,1.0
लालटेन,3.0,3.0
कलकल,3.0,2.0
गिरिजा,3.0,8.0
छुपा,3.0,1.0
छुपम,3.0,1.0
लिखेंगे,3.0,5.0
करूं,3.0,7.0
करूँगी,3.0,9.0
टोकरा,3.0,8.0
लिफाफे,3.0,3.0
लुधियाना,3.0,9.0
नवमी,3.0,6.0
बसंती,3.0,3.0
लूटते,3.0,4.0
लेखात्मक,3.0,6.0
लेखनी,3.0,6.0
कमाई,3.0,4.0
लेन,3.0,6.0
गिराना,3.0,9.0
लेटी,3.0,7.0
लोकगीतों,3.0,2.0
लोई,3.0,1.0
लोटा,3.0,1.0
गण,3.0,1.0
कमालपाशा,3.0,9.0
छिन,3.0,9.0
कपोत,3.0,7.0
कपिलवस्तु,3.0,5.0
लौकी,3.0,3.0
वंदना,3.0,4.0
नाखून,3.0,4.0
वंचित,3.0,8.0
छुआ,3.0,4.0
कनाडा,3.0,7.0
टूटना,3.0,8.0
वजह,3.0,8.0
कदंब,3.0,5.0
कथ्य,3.0,9.0
कपट,3.0,4.0
वरदान,3.0,4.0
प्रकार्यों,3.0,3.0
वरण,3.0,5.0
कदल,3.0,9.0
वर्षगाँठ,3.0,9.0
कथाओं,3.0,5.0
कथनों,3.0,4.0
वसुधैव,3.0,6.0
वसंती,3.0,6.0
नहाना,3.0,1.0
वस,3.0,6.0
कड़ियों,3.0,6.0
वाकया,3.0,9.0
बल्ला,3.0,2.0
कटती,3.0,5.0
गुंजन,3.0,1.0
बहते,3.0,5.0
कटाई,3.0,4.0
कटहल,3.0,3.0
नागरिकों,3.0,9.0
वादन,3.0,7.0
वायुयान,3.0,4.0
ग्राम,3.0,6.0
वास्तविकता,3.0,6.0
कंधे,3.0,6.0
छापना,3.0,1.0
ग्राफ़िक,3.0,1.0
कच्चे,3.0,7.0
ग्रहों,3.0,4.0
कच्ची,3.0,1.0
कंकड़,3.0,1.0
नाजुक,3.0,7.0
कं,3.0,9.0
नाज,3.0,3.0
कंप्यूटर,3.0,1.0
कंपन,3.0,9.0
विकराल,3.0,6.0
प्रणय,3.0,3.0
विगलित,3.0,6.0
औंधा,3.0,2.0
ओत,3.0,6.0
औषधियों,3.0,7.0
औरों,3.0,5.0
टेंशन,3.0,4.0
विदित,3.0,8.0
प्रतिबिंबित,3.0,3.0
विदा,3.0,4.0
विद्रोह,3.0,9.0
विप,3.0,8.0
विन्यास,3.0,2.0
विनिमय,3.0,8.0
ओखली,3.0,1.0
प्रतिनिधि,3.0,9.0
विनम्र,3.0,3.0
विभक्त,3.0,3.0
टिप्प,3.0,6.0
विप्नों,3.0,8.0
टिन,3.0,4.0
विपन्न,3.0,8.0
वियोग,3.0,9.0
विमानों,3.0,9.0
ऐश्वर्य,3.0,6.0
ओट,3.0,9.0
विमर्श,3.0,9.0
विरासत,3.0,8.0
गड़बड़,3.0,4.0
नामी,3.0,3.0
प्रतिशत,3.0,6.0
विराट,3.0,6.0
विवशता,3.0,9.0
विवेकपूर्ण,3.0,6.0
एहसास,3.0,7.0
ऑनलाइन,3.0,6.0
नाश,3.0,6.0
नावों,3.0,4.0
बहाते,3.0,6.0
छाछ,3.0,2.0
टिकटों,3.0,6.0
छाई,3.0,2.0
विवाहाधीन,3.0,8.0
विशेषकर,3.0,4.0
एयरफोर्स,3.0,9.0
ऐनक,3.0,1.0
एजुकेशन,3.0,3.0
टिल्लू,3.0,2.0
भावुक,3.0,5.0
एकीकृत,3.0,1.0
एमेरिटस,3.0,3.0
एकजुट,3.0,8.0
एकाएक,3.0,4.0
वीरान,3.0,7.0
प्रतिभागी,3.0,6.0
निकलना,3.0,3.0
वृद्धों,3.0,7.0
पपड़ी,2.0,4.0
पपड़ता,2.0,9.0
फुटपाथ,2.0,5.0
पन्ने,2.0,9.0
होमवर्क,2.0,7.0
होस्टल,2.0,9.0
होसडेकेरे,2.0,2.0
होसकेरे,2.0,4.0
परत,2.0,6.0
फुग्गे,2.0,1.0
परखने,2.0,6.0
अंकुरण,2.0,6.0
अंकन,2.0,5.0
परखना,2.0,7.0
परख,2.0,6.0
तीन तीलियाँ,2.0,4.0
हो गया,2.0,7.0
फुग्गा,2.0,1.0
तुझमें,2.0,3.0
जैनेंद्र,2.0,5.0
बिखरा,2.0,5.0
मनुष्यत्व,2.0,9.0
बिखरना,2.0,6.0
तीर्थयात्री,2.0,9.0
तीय,2.0,6.0
तुकबंदी,2.0,1.0
फुसफूसी,2.0,9.0
फुसफुसाया,2.0,
फुसफुसाने,2.0,7.0
मंजुला,2.0,2.0
परवानों,2.0,8.0
बिंब,2.0,9.0
परवल,2.0,4.0
भटकता,2.0,9.0
परलोक,2.0,8.0
मनोयोग,2.0,6.0
तिवारी,2.0,1.0
फुर्तीला,2.0,4.0
फुर्ती,2.0,3.0
फुरसत,2.0,8.0
तुनककर,2.0,8.0
बिछावन,2.0,8.0
तुलनात्मक,2.0,8.0
तुर्रा,2.0,6.0
मंजिल,2.0,5.0
ताश,2.0,4.0
बिछाया,2.0,
फूफा,2.0,2.0
बिछाते,2.0,9.0
भुट्टा,2.0,2.0
पराक्रम,2.0,9.0
पराकाष्ठा,2.0,9.0
पराए,2.0,9.0
तृषा,2.0,9.0
तृतीया,2.0,6.0
तृतीय,2.0,2.0
तूलिका,2.0,1.0
परहेज,2.0,9.0
परहित,2.0,4.0
भगिनी,2.0,9.0
जुर्म,2.0,8.0
तिकोनों,2.0,1.0
तिकोना,2.0,1.0
जेहि,2.0,9.0
भगाना,2.0,4.0
चुकंदर,2.0,5.0
तेरह,2.0,4.0
भगाता,2.0,4.0
मनचाहे,2.0,2.0
तेज़ी,2.0,4.0
तेज़,2.0,1.0
परशु,2.0,9.0
तैयारियों,2.0,4.0
तैयारियाँ,2.0,5.0
तैनात,2.0,9.0
तैत्तिरीय,2.0,1.0
तैंतीस,2.0,5.0
तेवर,2.0,9.0
ताने,2.0,3.0
तानी,2.0,7.0
परिकल्पना,2.0,1.0
परायों,2.0,6.0
ताला,2.0,1.0
तार्किकता,2.0,9.0
पराया,2.0,6.0
तोंतरों,2.0,4.0
तों,2.0,8.0
पराधीन,2.0,8.0
तैराकी,2.0,5.0
तैराक,2.0,5.0
तैरते,2.0,4.0
तैरती,2.0,5.0
पराठे,2.0,1.0
तैरकर,2.0,1.0
तैयों,2.0,5.0
मंदाग्नि,2.0,6.0
परियों,2.0,6.0
बिताने,2.0,3.0
परिप्रेक्ष्यों,2.0,4.0
परिप्रेक्ष्य,2.0,8.0
ताड़,2.0,6.0
ताजे,2.0,9.0
ताजगी,2.0,2.0
परिपूर्ण,2.0,6.0
परिपक्वता,2.0,7.0
परिधानों,2.0,6.0
फेम,2.0,4.0
मनोमय,2.0,1.0
फेंकने,2.0,2.0
तोड़ने,2.0,9.0
तोड़ना,2.0,8.0
फूस,2.0,9.0
जूता,2.0,7.0
तोड़ने,2.0,9.0
बिताई,2.0,
गुल,2.0,6.0
त्रास,2.0,7.0
जुल्म,2.0,7.0
त्रयोदशी,2.0,6.0
फैलना,2.0,6.0
गुर्जर,2.0,4.0
परीक्षाएँ,2.0,6.0
परिहास,2.0,9.0
तात्पर्य,2.0,5.0
तात्त्विक,2.0,8.0
जीवनपर्यंत,2.0,6.0
गुरुवार,2.0,3.0
चिर,2.0,6.0
त्रिविक्रम,2.0,4.0
त्रिय,2.0,8.0
त्रिपुरारी,2.0,9.0
त्रिपुरा,2.0,3.0
जुड़िया,2.0,1.0
घुसा,2.0,3.0
घुसने,2.0,4.0
चीज़ों,2.0,6.0
त्वचा,2.0,7.0
पर्यटक,2.0,6.0
थरथरायी,2.0,9.0
चीखता,2.0,5.0
घुसकर,2.0,3.0
जीजी,2.0,4.0
घेरना,2.0,7.0
बिज़नेस,2.0,9.0
ताकीद,2.0,9.0
मक्का,2.0,1.0
ताकते,2.0,1.0
ताकता,2.0,6.0
परोसकर,2.0,8.0
भूलें,2.0,4.0
गुहार,2.0,9.0
भूले,2.0,9.0
थके,2.0,9.0
फैलाव,2.0,8.0
थानों,2.0,2.0
थाने,2.0,9.0
थानाध्यक्ष,2.0,9.0
फैलाया,2.0,8.0
फैलाने,2.0,7.0
बिलदान,2.0,7.0
थैलों,2.0,1.0
घुमा,2.0,1.0
जीप,2.0,5.0
पर्यावरणीय,2.0,7.0
भूलती,2.0,9.0
घुटनों,2.0,2.0
दकियानूसी,2.0,9.0
पल्लवित,2.0,5.0
मकोड़ों,2.0,1.0
पलायन,2.0,9.0
पलाम,2.0,9.0
पला,2.0,6.0
घूमते,2.0,5.0
तल,2.0,8.0
मकानों,2.0,8.0
तहलका,2.0,6.0
बंदा,2.0,9.0
पश्चिम,2.0,6.0
पश्चाताप,2.0,8.0
बंदरों,2.0,6.0
गाओ,2.0,5.0
जिद,2.0,8.0
जीओ,2.0,9.0
दत्त,2.0,1.0
बिपदा,2.0,6.0
चित्रा,2.0,8.0
चिल्लाने,2.0,2.0
तलवारों,2.0,6.0
जाले,2.0,2.0
चिल्लाई,2.0,7.0
जाली,2.0,4.0
जिया,2.0,2.0
घिन,2.0,6.0
जिम्मे,2.0,6.0
तरस,2.0,9.0
जिप्सी,2.0,4.0
चिरकाल,2.0,6.0
तरों,2.0,3.0
गाएगी,2.0,2.0
दबाकर,2.0,8.0
दन,2.0,6.0
दरक,2.0,6.0
घुल,2.0,7.0
पहनाई,2.0,7.0
बक,2.0,1.0
भरतभाई,2.0,1.0
दयानंद,2.0,6.0
घुमाव,2.0,8.0
दर्जनों,2.0,5.0
घुमाया,2.0,
दरिद्रता,2.0,4.0
मकता,2.0,9.0
दराँती,2.0,7.0
जाम,2.0,3.0
जितेंद्र,2.0,1.0
तराजू,2.0,4.0
गायक,2.0,9.0
तरसें,2.0,9.0
दरवाज़ा,2.0,1.0
दरबारीगण,2.0,4.0
दर्शाते,2.0,7.0
चितवहि,2.0,9.0
दर्शाए,2.0,3.0
दर्शा,2.0,8.0
दर्शनशास्त्र,2.0,9.0
पहचानें,2.0,1.0
बिहारी,2.0,6.0
मनुज,2.0,9.0
पहलवान,2.0,5.0
दवात,2.0,2.0
दवाई,2.0,3.0
दवाइयों,2.0,5.0
दलोल,2.0,6.0
भयावह,2.0,4.0
दलहन,2.0,4.0
दहक,2.0,9.0
जायजा,2.0,9.0
बंदोबस्त,2.0,5.0
पहरा,2.0,6.0
बीसवीं,2.0,6.0
तब्दील,2.0,7.0
मदिवस,2.0,1.0
बंदी,2.0,7.0
पहुँचती,2.0,1.0
तरत,2.0,7.0
पहुँचता,2.0,8.0
तरंजन,2.0,8.0
तरंगों,2.0,6.0
बीरंगा,2.0,4.0
तरंगम,2.0,7.0
बीमारों,2.0,7.0
दशहरा,2.0,3.0
दशरथ,2.0,6.0
दाग,2.0,5.0
जानेंगे,2.0,5.0
भरें,2.0,7.0
पहियों,2.0,6.0
पहिया,2.0,1.0
तनाव,2.0,8.0
तमाशों,2.0,5.0
पहाड़ी,2.0,9.0
बखेड़ा,2.0,8.0
बक्स,2.0,8.0
दहाड़,2.0,2.0
बीन,2.0,2.0
बुझाकर,2.0,5.0
जागी,2.0,4.0
जानकीनाथ,2.0,6.0
बचाए,2.0,5.0
दादरा,2.0,7.0
जाओगी,2.0,8.0
दाता,2.0,2.0
बचता,2.0,6.0
जातियों,2.0,8.0
दायित्व,2.0,8.0
दायित्त्व,2.0,7.0
दायरे,2.0,6.0
बचत,2.0,6.0
दामों,2.0,8.0
जाड़ों,2.0,7.0
तथाकथित,2.0,8.0
बुझाई,2.0,
गुना,2.0,7.0
पहुँचाए,2.0,2.0
पाइप,2.0,7.0
गुलाल,2.0,1.0
भूमध्य,2.0,6.0
पाटकर,2.0,7.0
दावा,2.0,6.0
पाचन,2.0,6.0
दावत,2.0,2.0
तत्कालीन,2.0,9.0
पागल,2.0,9.0
तथ्यों,2.0,7.0
तथ्,2.0,7.0
घराना,2.0,7.0
दार्शनिकता,2.0,9.0
दार्शनिक,2.0,9.0
बगैर,2.0,6.0
दिखलाई,2.0,5.0
जागते,2.0,8.0
तज,2.0,8.0
बच्च,2.0,9.0
ज़माना,2.0,8.0
बचेगी,2.0,9.0
दिखना,2.0,4.0
भेंटवार्ता,2.0,7.0
पाकिस्तान,2.0,5.0
पाएंगी,2.0,8.0
दिखावे,2.0,9.0
दिखाना,2.0,6.0
दिखाते,2.0,5.0
दिखाता,2.0,2.0
दिखाएँगे,2.0,5.0
पाठ्य,2.0,2.0
बचाओ,2.0,2.0
जलीय,2.0,5.0
भरभर,2.0,8.0
गाँववाले,2.0,9.0
ज़रूरतों,2.0,7.0
तंबू,2.0,7.0
पाठशाला,2.0,2.0
पाठन,2.0,1.0
तटिनी,2.0,6.0
मचाना,2.0,6.0
पाद,2.0,7.0
गाड़ियाँ,2.0,4.0
बछड़ों,2.0,5.0
चिंतक,2.0,6.0
दिलाता,2.0,2.0
जवाहर,2.0,3.0
मददों,2.0,9.0
जवानी,2.0,6.0
ण,2.0,1.0
ढोकला,2.0,3.0
बुद्धू,2.0,4.0
तकिए,2.0,4.0
बुद्धिमानी,2.0,4.0
पायूरे,2.0,7.0
दीवाना,2.0,3.0
दीर्घायु,2.0,4.0
जलते,2.0,6.0
ढूँढा,2.0,7.0
जलज,2.0,6.0
बुद्धदेव,2.0,9.0
तंत्रिका,2.0,1.0
तंत्रानुकुल,2.0,7.0
बछड़े,2.0,5.0
तंगी,2.0,9.0
गाजियाबाद,2.0,1.0
दीपशिखा,2.0,6.0
दीपचंदी,2.0,7.0
दीपकों,2.0,6.0
बुढ़ापे,2.0,6.0
पापड़ी,2.0,3.0
बुढ़ान,2.0,7.0
पार्टी,2.0,7.0
बुझाता,2.0,2.0
बजी,2.0,6.0
बुलबुल,2.0,1.0
चाशनी,2.0,4.0
दुपट्टा,2.0,6.0
जयकिशन,2.0,9.0
दुधवा,2.0,5.0
बुरांश,2.0,3.0
जलपक्षी,2.0,7.0
जलना,2.0,3.0
ढिंढोरा,2.0,4.0
गुरप्रीत,2.0,3.0
पारस्परिक,2.0,9.0
गुर,2.0,7.0
पारंपराओं,2.0,7.0
चिंतनशील,2.0,6.0
दुखांत,2.0,9.0
दुखने,2.0,7.0
गाज़ियाबाद,2.0,1.0
गुमसुम,2.0,8.0
पालने,2.0,6.0
बुनते,2.0,8.0
दुम,2.0,4.0
पालता,2.0,
पालकी,2.0,5.0
दुष्यंत,2.0,8.0
दुष्कर,2.0,7.0
पालकियाँ,2.0,5.0
चारे,2.0,9.0
पिकनिक,2.0,6.0
पिए,2.0,
दुर्बोधता,2.0,9.0
चारित्रिक,2.0,9.0
चाहूँगी,2.0,3.0
दूनी,2.0,9.0
पाहन,2.0,7.0
चाहूँगा,2.0,3.0
पाश्चात्य,2.0,9.0
पावरपॉइंट,2.0,9.0
ढल,2.0,6.0
चाहरदीवारी,2.0,7.0
भृगुकुल,2.0,9.0
ढूँढ़ता,2.0,4.0
पितु,2.0,9.0
ढीला,2.0,1.0
पिटारे,2.0,3.0
जमाओ,2.0,4.0
दूषित,2.0,5.0
ड्रायक्लीनर,2.0,7.0
ड्राइवर,2.0,5.0
ड्यूटी,2.0,9.0
बुलेटिन,2.0,8.0
ढाका,2.0,6.0
बुलावे,2.0,9.0
बढ़ाना,2.0,2.0
जरिए,2.0,6.0
ढलान,2.0,9.0
चात्,2.0,4.0
भूषण,2.0,8.0
दूरदर्शन,2.0,6.0
पिघला,2.0,6.0
पीएँ,2.0,6.0
पीऊँगा,2.0,8.0
चाव,2.0,3.0
भूलेगा,2.0,
देखतीं,2.0,9.0
पिलाओ,2.0,8.0
डों,2.0,8.0
भेलपूरी,2.0,3.0
भेल,2.0,1.0
डॉक्टरों,2.0,4.0
ढकर,2.0,8.0
गुजरा,2.0,6.0
चालकों,2.0,9.0
गुच्छेदार,2.0,
ड्रॉप,2.0,2.0
देई,2.0,3.0
घसीटने,2.0,9.0
डेढ़े,2.0,3.0
डूबने,2.0,1.0
बतलाती,2.0,7.0
बतलाता,2.0,9.0
जन्मसिद्ध,2.0,8.0
बुलाती,2.0,2.0
जयंती,2.0,1.0
डोर,2.0,1.0
जमे,2.0,5.0
बुलाता,2.0,5.0
डिब्बी,2.0,2.0
चहचाहट,2.0,8.0
डिबिया,2.0,3.0
डिजिटल,2.0,9.0
पीटना,2.0,7.0
बुलाए,2.0,8.0
डैने,2.0,2.0
पुए,2.0,1.0
बुलबुले,2.0,6.0
चाप,2.0,6.0
देन,2.0,7.0
भेड़ों,2.0,2.0
बतलाओ,2.0,7.0
भेड़,2.0,8.0
देवे,2.0,1.0
बढ़ेगी,2.0,8.0
देविका,2.0,2.0
देवप्रयाग,2.0,5.0
पुजारी,2.0,8.0
गरजना,2.0,4.0
गुणवाले,2.0,6.0
गुणवत्तापूर्ण,2.0,6.0
देहरी,2.0,9.0
बताशों,2.0,9.0
देशांतर,2.0,6.0
देशवासियों,2.0,9.0
भाईचारा,2.0,9.0
पुदीना,2.0,5.0
पुत्रों,2.0,6.0
डालिए,2.0,4.0
बेकारी,2.0,9.0
पुत्रियाँ,2.0,3.0
डुग्गी,2.0,9.0
डुएट,2.0,9.0
मन्न,2.0,9.0
जनसुनवाई,2.0,8.0
बदम,2.0,6.0
दैनिकी,2.0,3.0
भोगी,2.0,8.0
भाँय,2.0,9.0
बूढ़ा,2.0,3.0
चलेंगे,2.0,8.0
चलेंगी,2.0,
घड़ियाल,2.0,3.0
डाट,2.0,9.0
पुतले,2.0,3.0
चांद,2.0,6.0
भागें,2.0,9.0
दोस्ताना,2.0,2.0
दोषों,2.0,8.0
पुरस्,2.0,5.0
भागीरथी,2.0,8.0
दौड़ाए,2.0,6.0
दौड़ने,2.0,6.0
पुनीत,2.0,6.0
डांट,2.0,6.0
डालती,2.0,3.0
बधिक,2.0,8.0
जताना,2.0,4.0
द्रव,2.0,7.0
द्योतक,2.0,9.0
जन्मपत्री,2.0,9.0
घटनाक्रम,2.0,9.0
भागीदार,2.0,7.0
दौड़े,2.0,1.0
घबराहट,2.0,5.0
पुनरुक्ति,2.0,9.0
पुनरुक्त,2.0,9.0
द्विगु,2.0,9.0
द्वि,2.0,6.0
द्वारपालों,2.0,6.0
द्वारपाल,2.0,6.0
द्वारका,2.0,3.0
पुनरावृत्ति,2.0,9.0
द्वादशी,2.0,6.0
द्रोह,2.0,7.0
बदलें,2.0,
धंधा,2.0,7.0
द्वेष,2.0,7.0
बदलने,2.0,6.0
डरावना,2.0,2.0
डरते,2.0,3.0
जटिलता,2.0,8.0
डाका,2.0,4.0
बनाऊँगा,2.0,
गयाप्रसाद,2.0,8.0
डाउनलोड,2.0,7.0
जनमा,2.0,6.0
जनमभर,2.0,6.0
द्वितीय,2.0,6.0
धनका,2.0,7.0
धनंतर,2.0,7.0
बननी,2.0,6.0
भागलपुर,2.0,2.0
चलाई,2.0,5.0
पुस्तकालयों,2.0,3.0
जगदीश,2.0,2.0
धनसमृद्धि,2.0,7.0
बूढ़ों,2.0,2.0
डटकर,2.0,9.0
भाभी,2.0,2.0
डग,2.0,8.0
बेचैन,2.0,8.0
बेचूँगा,2.0,9.0
भो,2.0,4.0
पुश्त,2.0,5.0
चराने,2.0,6.0
चलूं,2.0,4.0
धनबद्ध,2.0,7.0
घंटियाँ,2.0,7.0
पूछकर,2.0,2.0
पूकलम,2.0,4.0
धनेश,2.0,7.0
पूककलम,2.0,4.0
बनत,2.0,6.0
बनानी,2.0,2.0
धनुषी,2.0,9.0
पूर,2.0,9.0
धनुरी,2.0,1.0
पूनम,2.0,3.0
पूत,2.0,8.0
धरातल,2.0,3.0
पूज्य,2.0,4.0
धरना,2.0,8.0
जंजीर,2.0,7.0
ठेस,2.0,9.0
ग्वालियर,2.0,1.0
जगाती,2.0,5.0
डफली,2.0,1.0
डटे,2.0,6.0
धमसंखाने,2.0,7.0
जगमग,2.0,6.0
चरणा,2.0,6.0
चरखे,2.0,9.0
धवलकल्प,2.0,7.0
पूछेगा,2.0,1.0
गहना,2.0,7.0
बेचते,2.0,7.0
पूर्णतः,2.0,7.0
छोड़ें,2.0,9.0
बनेंगी,2.0,5.0
छोड़ते,2.0,4.0
गर्म,2.0,3.0
बेगी,2.0,9.0
गण्य,2.0,8.0
ठुकरा,2.0,6.0
बेतहाशा,2.0,9.0
डंडियाँ,2.0,1.0
डंठल,2.0,2.0
गुट्टे,2.0,2.0
ठ्ठ,2.0,6.0
गुटर,2.0,8.0
पृष,2.0,9.0
गांवन,2.0,7.0
गांधीनगर,2.0,7.0
बरकत,2.0,9.0
धीमा,2.0,7.0
बर,2.0,2.0
गांधारी,2.0,9.0
धावा,2.0,6.0
पूर्वस्थिति,2.0,8.0
पूर्वजों,2.0,7.0
गुजारा,2.0,7.0
पेड़ा,2.0,4.0
पेठा,2.0,3.0
चमत्कारी,2.0,5.0
धुआँ,2.0,8.0
धुंध,2.0,7.0
चमड़ा,2.0,8.0
धैर्यवान,2.0,9.0
घटते,2.0,2.0
भाड़े,2.0,5.0
चमके,2.0,5.0
छोड़ना,2.0,5.0
भैंसे,2.0,3.0
पेज,2.0,9.0
ठाकुर,2.0,9.0
ठेकेदारों,2.0,9.0
ठे,2.0,3.0
पेचीदा,2.0,6.0
भाजियाँ,2.0,4.0
ठूँस,2.0,8.0
चरमराना,2.0,8.0
पेंटिंग,2.0,7.0
धूमधाम,2.0,6.0
धोया,2.0,3.0
धोने,2.0,5.0
धोतियाँ,2.0,8.0
पैंट,2.0,6.0
धोखे,2.0,5.0
