normalized_word,frequency,earliest_grade
केंद्र,32.0,1.0
लें,32.0,1.0
देखता,32.0,4.0
गौरव,32.0,3.0
खुशी,32.0,1.0
शिल्प,32.0,1.0
सुधार,32.0,1.0
परिचित,32.0,1.0
दक्षिण,32.0,2.0
प्रयुक्त,32.0,4.0
शांति,32.0,4.0
संभव,32.0,1.0
बिंदुओं,32.0,2.0
सरोवर,32.0,4.0
लंबी,32.0,2.0
स्वर,32.0,1.0
कहकर,32.0,1.0
संपादक,32.0,1.0
भैया,32.0,1.0
निदेशक,32.0,1.0
बाबूलाल,32.0,5.0
चंद्रयान,32.0,3.0
खेलते,32.0,1.0
लेना,32.0,1.0
बिंदु,32.0,1.0
पड़ी,32.0,1.0
कुल,32.0,2.0
स्वभाव,32.0,5.0
पान,32.0,1.0
शतरंज,32.0,3.0
सावन,32.0,7.0
अपेक्षा,32.0,1.0
मिठाई,32.0,1.0
चाचा,32.0,1.0
सेठ,32.0,5.0
मूर्ति,32.0,3.0
सटीक,32.0,2.0
रास्ते,32.0,1.0
सुरक्षित,32.0,1.0
पीठ,32.0,1.0
रीढ़,32.0,2.0
बगीचे,32.0,2.0
सोने,31.0,1.0
सुंदरता,31.0,1.0
शास्त्र,31.0,3.0
अगले,31.0,1.0
शहर,31.0,2.0
प्राय,31.0,1.0
मिलते,31.0,1.0
कौशल,31.0,1.0
सागर,31.0,2.0
प्रथम,31.0,1.0
तेज,31.0,4.0
ऊँची,31.0,1.0
अंतर्गत,31.0,1.0
प्रेरित,31.0,1.0
सुनें,31.0,1.0
नाना,31.0,1.0
आना,31.0,4.0
किनारे,31.0,2.0
रंगीन,31.0,2.0
सहज,31.0,1.0
सुनाई,31.0,1.0
स्त्रियां,31.0,3.0
प्रकाशित,31.0,1.0
वाह,31.0,1.0
मेहमान,31.0,4.0
जग,31.0,2.0
गेंद,31.0,1.0
सुभाषचंद्र,31.0,8.0
रहीम,31.0,6.0
पेट,31.0,3.0
स्वर्ग,31.0,3.0
भरो,31.0,1.0
पड़ोस,31.0,1.0
दिशा,31.0,2.0
बाबू,31.0,8.0
पढ़ना,31.0,1.0
निरंतर,30.0,1.0
पुत्र,30.0,3.0
बोस,30.0,8.0
मंथरक,30.0,8.0
व्यायाम,30.0,8.0
संग,30.0,2.0
प्रशंसा,30.0,3.0
विविध,30.0,1.0
कदम,30.0,1.0
लौट,30.0,4.0
साग,30.0,1.0
प्रारंभ,30.0,3.0
चाहे,30.0,1.0
प्रसाद,30.0,1.0
प्राणी,30.0,3.0
माँद,30.0,1.0
अनुमति,30.0,1.0
आवरण,30.0,1.0
नन्हेमल,30.0,8.0
निर्मल,30.0,2.0
लाठी,30.0,4.0
समाप्त,30.0,1.0
पकड़,30.0,1.0
रखना,30.0,1.0
चंदा,30.0,1.0
समग्र,30.0,1.0
बारी,30.0,2.0
पं,30.0,2.0
चंद्र,30.0,2.0
मेले,30.0,1.0
वर्ण,30.0,1.0
वन,30.0,1.0
चरण,30.0,1.0
सम,30.0,3.0
मास्टर,30.0,1.0
मार्ग,30.0,1.0
शांत,30.0,2.0
सच,30.0,2.0
ऊँचा,29.0,1.0
रीना,29.0,1.0
सुमन,29.0,1.0
रेत,29.0,4.0
किसने,29.0,1.0
नज़र,29.0,5.0
किरण,29.0,5.0
किसके,29.0,1.0
बैठा,29.0,1.0
सपनों,29.0,2.0
तत्क्षण,29.0,3.0
मानो,29.0,5.0
दल,29.0,4.0
सृजन,29.0,1.0
खान,29.0,1.0
वर्ग,29.0,1.0
क्रोध,29.0,4.0
हे,29.0,2.0
पवन,29.0,1.0
मुझसे,29.0,3.0
चाहता,29.0,1.0
यंत्र,29.0,2.0
बनाएँ,29.0,1.0
गरम,29.0,2.0
बिलकुल,29.0,1.0
करे,29.0,2.0
प,29.0,1.0
हरिद्वार,29.0,5.0
इतिहास,29.0,6.0
झरोखे,29.0,6.0
उत्पन्न,29.0,4.0
बीज,29.0,1.0
पाया,29.0,3.0
पहचानिए,28.0,1.0
बनाती,28.0,2.0
जोड़कर,28.0,1.0
क्षमा,28.0,3.0
जिन,28.0,1.0
चलने,28.0,1.0
विव,28.0,1.0
तुम्हारा,28.0,3.0
वक्त,28.0,1.0
हर्ष,28.0,3.0
लेता,28.0,2.0
योजना,28.0,3.0
करनी,28.0,2.0
आखिर,28.0,2.0
साँस,28.0,3.0
बोध,28.0,3.0
अनु,28.0,3.0
मधुर,28.0,1.0
घोड़ा,28.0,3.0
खोजें,28.0,1.0
महान,28.0,3.0
आयोजन,28.0,4.0
द्वार,28.0,3.0
स्रोत,28.0,3.0
कहिए,28.0,1.0
पौधों,28.0,1.0
नभ,28.0,2.0
गिरा,28.0,4.0
री,28.0,3.0
सड़क,28.0,1.0
वृत्तांत,28.0,6.0
संग्रह,27.0,4.0
काँटे,27.0,7.0
नामों,27.0,1.0
विज्ञापन,27.0,5.0
जिनके,27.0,1.0
मालूम,27.0,4.0
भूमिका,27.0,1.0
पेटी,27.0,4.0
कागज,27.0,3.0
बदल,27.0,2.0
लड़ी,27.0,3.0
खिलौने,27.0,1.0
पहुँचा,27.0,3.0
चर्या,27.0,3.0
जानने,27.0,3.0
स्वामी,27.0,2.0
क्षण,27.0,4.0
निर्णय,27.0,2.0
इसीलिए,27.0,1.0
रस्सी,27.0,1.0
हल,27.0,1.0
प्रतिदिन,27.0,2.0
दूसरों,27.0,4.0
खोजिए,27.0,1.0
शि,27.0,1.0
पहेलियाँ,27.0,1.0
खुश,27.0,1.0
पढ़ी,27.0,3.0
तियों,27.0,1.0
वृद्धा,27.0,8.0
बंदर,27.0,1.0
शुक्ल,27.0,1.0
चीन,27.0,4.0
महाबली,27.0,4.0
सुझाव,27.0,1.0
लेख,27.0,4.0
हिंद,27.0,3.0
तथ,27.0,3.0
वास,27.0,2.0
परिश्रम,27.0,1.0
रिक्त,26.0,2.0
सीमा,26.0,4.0
संघर्ष,26.0,7.0
समूहों,26.0,2.0
पर्वत,26.0,2.0
जगन,26.0,9.0
मीठा,26.0,1.0
राष्ट्र,26.0,3.0
विचारों,26.0,1.0
जिनमें,26.0,1.0
खाए,26.0,1.0
हाथों,26.0,1.0
चिंतन,26.0,1.0
प्यारी,26.0,1.0
स्नेह,26.0,5.0
चलती,26.0,2.0
कबीर,26.0,6.0
उत्साह,26.0,3.0
खेलें,26.0,1.0
युक्त,26.0,1.0
तोता,26.0,1.0
मीना,26.0,1.0
महिला,26.0,1.0
दीप,26.0,3.0
कमरे,26.0,1.0
प्रचलित,26.0,1.0
सहपाठी,26.0,3.0
तन,26.0,2.0
उद्द,26.0,1.0
धारा,26.0,3.0
पहुँचने,26.0,1.0
दोस्त,26.0,1.0
नौ,26.0,3.0
नौकरी,26.0,5.0
करुणा,26.0,1.0
वायु,26.0,3.0
कविताओं,26.0,1.0
खींचकर,26.0,1.0
चाय,26.0,1.0
स्वीकार,26.0,1.0
बैठी,26.0,1.0
लाकर,26.0,2.0
कहती,26.0,1.0
हरि,26.0,3.0
देखना,26.0,1.0
कुरता,26.0,1.0
अंधेरा,26.0,2.0
मा,25.0,1.0
ययात्‍रा,25.0,8.0
सींग,25.0,5.0
सपना,25.0,1.0
आराम,25.0,2.0
कमी,25.0,3.0
अक्षरों,25.0,1.0
जयपुर,25.0,1.0
समझिए,25.0,2.0
मुहावरे,25.0,1.0
नानाजी,25.0,1.0
व्यवस्था,25.0,1.0
तेरे,25.0,2.0
प्रयत्न,25.0,1.0
लकड़ी,25.0,1.0
भागते,25.0,4.0
भावों,25.0,5.0
साहस,25.0,2.0
जिन्हें,25.0,1.0
उम्र,25.0,2.0
सुरक्षा,25.0,3.0
सारा,25.0,2.0
विवेक,25.0,3.0
गुप्त,25.0,1.0
विधि,25.0,3.0
किसे,25.0,1.0
भूख,25.0,1.0
नानीजी,25.0,1.0
व्यवस्थित,25.0,1.0
वेश,25.0,3.0
प्राण,25.0,3.0
स्वतंत्र,25.0,1.0
जन,25.0,1.0
धूप,25.0,2.0
सुनाने,25.0,1.0
करेगा,25.0,2.0
अकेले,25.0,2.0
मातृभाषा,25.0,1.0
आपसे,25.0,3.0
श्री,25.0,1.0
घेरा,25.0,1.0
वचन,25.0,4.0
ज्योति,25.0,2.0
पढ़ाई,25.0,1.0
मकान,25.0,1.0
मक्खन,25.0,6.0
झूरी,25.0,9.0
बिल्कुल,25.0,1.0
देखें,25.0,2.0
सुगंध,25.0,4.0
मेल,24.0,1.0
मूली,24.0,1.0
संदेह,24.0,4.0
परीक्षा,24.0,2.0
अमर,24.0,2.0
अम्मा,24.0,1.0
होंगी,24.0,2.0
शंख,24.0,2.0
लगाने,24.0,1.0
चाहती,24.0,1.0
टूट,24.0,1.0
गुरु,24.0,6.0
निर्धारित,24.0,1.0
पैसे,24.0,1.0
सह,24.0,1.0
लिखें,24.0,4.0
दिनेश,24.0,1.0
पे,24.0,3.0
माना,24.0,1.0
भेंट,24.0,3.0
लगीं,24.0,5.0
उड़ान,24.0,3.0
नन्हे,24.0,2.0
स्वागत,24.0,1.0
पृष्ठ,24.0,1.0
बैठकर,24.0,1.0
कोशिश,24.0,4.0
झुंड,24.0,3.0
उपस्थित,24.0,3.0
बाग,24.0,1.0
गद्य,24.0,3.0
जाति,24.0,5.0
बनकर,24.0,4.0
अचानक,24.0,2.0
वर्षों,24.0,1.0
उपज,24.0,3.0
चंद्रमा,24.0,3.0
बराबर,24.0,1.0
झटपट,24.0,1.0
ढोल,24.0,1.0
सदा,24.0,1.0
सीधे,24.0,2.0
फा,23.0,6.0
चित्रकारी,23.0,1.0
तोषी,23.0,2.0
साहित्यिक,23.0,3.0
प्राचीन,23.0,4.0
बच,23.0,3.0
सांस्कृतिक,23.0,1.0
पथ,23.0,3.0
बा,23.0,1.0
पहाड़,23.0,2.0
बहार,23.0,2.0
दिवाकर,23.0,1.0
यू,23.0,1.0
प्रेरणा,23.0,3.0
संस्कृत,23.0,1.0
मात्रा,23.0,1.0
छाया,23.0,4.0
पद्धति,23.0,1.0
वस्तुएँ,23.0,1.0
अभिभावकों,23.0,4.0
श्रम,23.0,3.0
यानी,23.0,3.0
कूद,23.0,1.0
योगदान,23.0,1.0
मेला,23.0,1.0
जोड़ने,23.0,1.0
ताप,23.0,4.0
कार्यों,23.0,1.0
स्वदेश,23.0,7.0
पीला,23.0,1.0
सदैव,23.0,3.0
शत्रु,23.0,4.0
विद्यालयी,23.0,3.0
रैदास,23.0,9.0
सकेंगे,23.0,5.0
साफ,23.0,4.0
बेटे,23.0,4.0
बुद्धिमान,23.0,3.0
रहेगा,23.0,1.0
सूचना,23.0,3.0
सोचकर,23.0,3.0
गाड़ी,23.0,1.0
प्रदान,23.0,1.0
बीरबल,23.0,3.0
घोंसले,23.0,2.0
पोती,23.0,8.0
उठ,23.0,2.0
मारे,23.0,3.0
दरबार,23.0,3.0
भरे,23.0,1.0
भूत,23.0,3.0
काय,23.0,2.0
चेतक,23.0,6.0
काँटा,23.0,1.0
सरकार,23.0,3.0
ध्वनियों,23.0,1.0
नागरिक,23.0,6.0
जमीन,23.0,4.0
अधिकार,23.0,3.0
दिखाने,22.0,1.0
सूखे,22.0,1.0
पंछ,22.0,1.0
बचने,22.0,2.0
वो,22.0,1.0
व्याकरण,22.0,6.0
चुपचाप,22.0,4.0
रखे,22.0,2.0
देकर,22.0,3.0
पाठ्यक्रम,22.0,1.0
आलू,22.0,1.0
चमक,22.0,2.0
वंदे,22.0,6.0
सीख,22.0,2.0
पत्रों,22.0,3.0
जिसकी,22.0,4.0
मिलाइए,22.0,1.0
वी,22.0,1.0
तार,22.0,6.0
आंदोलन,22.0,6.0
शासन,22.0,4.0
रसोई,22.0,1.0
पाता,22.0,2.0
विजय,22.0,1.0
लड़के,22.0,5.0
कविताएँ,22.0,1.0
डाक,22.0,1.0
प्रतीक,22.0,3.0
मातरम्,22.0,6.0
उपसर्ग,22.0,4.0
वाक्,22.0,1.0
वाद,22.0,6.0
लाभ,22.0,3.0
कर्तव्य,22.0,6.0
स्नान,22.0,2.0
दैनिक,22.0,1.0
दौड़,22.0,2.0
बिन,22.0,2.0
श्र,22.0,2.0
गले,22.0,1.0
धूल,22.0,3.0
ईर्ष्या,22.0,4.0
आदर्श,22.0,3.0
बढ़ते,22.0,1.0
सामान,22.0,2.0
रहो,22.0,1.0
निकाल,22.0,2.0
निकला,22.0,1.0
विश्वविद्यालय,22.0,2.0
मुंबई,22.0,1.0
जिनसे,22.0,3.0
भेजा,21.0,1.0
स्थानीय,21.0,2.0
तितलियाँ,21.0,2.0
हिमालय,21.0,3.0
तलवार,21.0,6.0
कृ,21.0,8.0
घरों,21.0,3.0
पठन,21.0,1.0
पढ़कर,21.0,1.0
पुरानी,21.0,2.0
सुर,21.0,2.0
तरुण,21.0,1.0
बिल,21.0,3.0
आहार,21.0,3.0
सुविधा,21.0,1.0
पूजा,21.0,3.0
कहानियों,21.0,1.0
आधुनिक,21.0,3.0
सूखा,21.0,1.0
कष्ट,21.0,3.0
छेद,21.0,1.0
दाल,21.0,1.0
खड्गसिंह,21.0,6.0
मिली,21.0,2.0
पहुँचे,21.0,2.0
बिस्मिल,21.0,6.0
रखें,21.0,1.0
सलाह,21.0,1.0
प्रभु,21.0,3.0
सुई,21.0,4.0
अलावा,21.0,1.0
लिखकर,21.0,2.0
करेंगी,21.0,7.0
मुद्रित,21.0,1.0
ऊँचे,21.0,1.0
हॉकी,21.0,3.0
फिल्म,21.0,6.0
मछली,21.0,1.0
संपन्न,21.0,1.0
चुनाव,21.0,1.0
चुका,21.0,4.0
मातृभूमि,21.0,3.0
तार्किक,21.0,1.0
घोंसला,21.0,3.0
सम्मेलन,21.0,4.0
पर्व,21.0,2.0
जुड़कर,21.0,3.0
आजकल,21.0,2.0
मार,21.0,4.0
हमको,21.0,1.0
बंगाल,21.0,1.0
प्रेमचंद,21.0,5.0
वरिष्ठ,21.0,1.0
दूँ,21.0,2.0
कहो,21.0,3.0
पाते,21.0,4.0
मनाया,21.0,3.0
कौशलों,21.0,1.0
गौरैयों,21.0,8.0
तटियों,21.0,8.0
बनने,21.0,1.0
बनना,21.0,2.0
छवि,21.0,3.0
बनता,21.0,1.0
नींद,21.0,1.0
संग्राम,21.0,6.0
दूँगा,21.0,5.0
चोट,21.0,2.0
खाया,21.0,1.0
खाली,21.0,2.0
चाट,21.0,1.0
निश्चय,21.0,1.0
छींक,21.0,2.0
कहता,20.0,1.0
रखी,20.0,4.0
इनसे,20.0,1.0
चक्र,20.0,6.0
आखिरी,20.0,9.0
सहारा,20.0,3.0
पहर,20.0,5.0
मौसी,20.0,4.0
जानवर,20.0,1.0
आपिका,20.0,3.0
सर,20.0,2.0
जोड़,20.0,2.0
लाया,20.0,4.0
अपितु,20.0,1.0
व्यंग्य,20.0,8.0
सिद्ध,20.0,3.0
वालों,20.0,2.0
मदद,20.0,1.0
शारीरिक,20.0,3.0
ट्र,20.0,1.0
ग्रहण,20.0,5.0
स्वस्थ,20.0,3.0
बंधन,20.0,1.0
सफल,20.0,3.0
त्र,20.0,4.0
चुके,20.0,1.0
डाली,20.0,1.0
सामना,20.0,3.0
ढूँढ़कर,20.0,3.0
काफी,20.0,2.0
काट,20.0,1.0
कमाल,20.0,1.0
आएगा,20.0,2.0
रक्षा,20.0,3.0
कार,20.0,2.0
जबकि,20.0,3.0
अनुकूल,20.0,2.0
लड़का,20.0,1.0
तरीके,20.0,2.0
एफ,20.0,1.0
जनक,20.0,6.0
बाँ,20.0,7.0
पड़ती,20.0,2.0
स्त्री,20.0,8.0
पड़ोसी,20.0,5.0
उनको,20.0,1.0
सांकेतिक,20.0,4.0
विशाल,20.0,3.0
काजीरंगा,20.0,5.0
एकता,20.0,1.0
बर्तन,20.0,1.0
बरस,20.0,6.0
ध्यानपूर्वक,20.0,5.0
सफलता,20.0,4.0
पायल,20.0,2.0
गुणों,20.0,3.0
देखी,20.0,1.0
मनाते,20.0,1.0
टट,20.0,1.0
हाल,20.0,3.0
अनार,20.0,1.0
घी,20.0,1.0
समस्त,20.0,1.0
मंजुल,20.0,1.0
खाकर,20.0,1.0
मराठी,20.0,2.0
सपने,20.0,2.0
तारे,19.0,2.0
माताजी,19.0,3.0
अंततः,19.0,2.0
झूठ,19.0,2.0
पैदा,19.0,3.0
उतार,19.0,2.0
खड़ी,19.0,1.0
चलना,19.0,1.0
बरसात,19.0,2.0
महासागर,19.0,6.0
युवक,19.0,6.0
उड़ते,19.0,2.0
उठकर,19.0,1.0
पुरस्कार,19.0,4.0
हि,19.0,1.0
दर्शन,19.0,3.0
दाना,19.0,3.0
युग,19.0,5.0
मंच,19.0,1.0
एकां,19.0,8.0
संग्रहण,19.0,1.0
त्योहारों,19.0,1.0
तेनालीरामन,19.0,4.0
रक्त,19.0,6.0
प्रणाम,19.0,3.0
ममता,19.0,3.0
मर्दानी,19.0,9.0
उठाकर,19.0,2.0
बेंगलुरु,19.0,1.0
गली,19.0,2.0
भई,19.0,2.0
ब्रिटिश,19.0,3.0
बूझो,19.0,1.0
गगन,19.0,4.0
सबने,19.0,1.0
लाने,19.0,1.0
जाऊँगा,19.0,7.0
अजंता,19.0,5.0
छा,19.0,3.0
बड़ों,19.0,1.0
पारंपरिक,19.0,4.0
रास्ता,19.0,1.0
प्रमोद,19.0,3.0
मशीन,19.0,3.0
समाहित,19.0,1.0
हँस,19.0,1.0
वातावरण,19.0,2.0
हजार,19.0,3.0
शाह,19.0,4.0
डाला,19.0,1.0
हँसी,19.0,4.0
बकरी,19.0,1.0
राज,19.0,2.0
चुनिए,19.0,2.0
त्रयी,19.0,1.0
संस्थान,19.0,4.0
गाती,19.0,3.0
मैदान,19.0,1.0
सत्य,19.0,4.0
कौआ,19.0,1.0
त्रिकोण,19.0,1.0
यहीं,19.0,1.0
यमुना,19.0,1.0
खेतों,19.0,1.0
लयों,19.0,1.0
सेवा,19.0,3.0
पाए,19.0,3.0
तियां,18.0,3.0
उसको,18.0,2.0
पशुओं,18.0,3.0
घोंघा,18.0,1.0
बि,18.0,5.0
सरक,18.0,4.0
समानता,18.0,6.0
समाधान,18.0,1.0
आव,18.0,2.0
अद,18.0,4.0
सन,18.0,2.0
सका,18.0,6.0
मार्गदर्शन,18.0,1.0
गोविंद,18.0,3.0
घटनाओं,18.0,1.0
वल्लरी,18.0,5.0
टिप,18.0,8.0
शस्य,18.0,6.0
क्षेत्रों,18.0,3.0
लक्ष्मण,18.0,9.0
सीखो,18.0,3.0
गधे,18.0,1.0
कुत्ता,18.0,1.0
हवाई,18.0,3.0
जुड़ाव,18.0,3.0
भले,18.0,6.0
ठंडी,18.0,2.0
ट्रस्ट,18.0,1.0
गोद,18.0,1.0
बेटी,18.0,1.0
नन्हीं,18.0,3.0
लूँ,18.0,1.0
मिलाकर,18.0,2.0
खो,18.0,2.0
विरोध,18.0,6.0
छाता,18.0,1.0
लौटने,18.0,3.0
संवादहीन,18.0,9.0
पहचानकर,18.0,1.0
संक्षिप्त,18.0,4.0
प्यारा,18.0,2.0
प्रकोष्ठ,18.0,1.0
मृत्यु,18.0,4.0
छोड़कर,18.0,3.0
बर्फ,18.0,3.0
मूल्यों,18.0,3.0
क्योटो,18.0,5.0
कमल,18.0,1.0
पूरण,18.0,1.0
साक्षरता,18.0,1.0
मना,18.0,1.0
बूँद,18.0,5.0
मोह,18.0,2.0
इकट्ठा,18.0,2.0
निराला,18.0,4.0
मर,18.0,3.0
शीतल,18.0,7.0
शी,18.0,3.0
बढ़ा,18.0,2.0
प्रतिक्रिया,18.0,5.0
सात,18.0,1.0
मछुआरों,18.0,5.0
संगी,18.0,6.0
उठे,18.0,2.0
कहे,18.0,1.0
चावल,18.0,2.0
आर्थिक,18.0,3.0
बाजार,18.0,4.0
कोयल,18.0,1.0
पत्तियों,18.0,4.0
भाँति,18.0,4.0
उठो,18.0,2.0
